initial_tree_size,num_insertions,num_range_query,average_range_length,num_experiments,vblink_slab_out_of_place_insert,vblink_slab_out_of_place_concurrent_ops,blink_slab_insert,blink_slab_concurrent_ops,
40000000,2500000,2500000,916,20,265.886,30.2327,299.537,43.0238,
40000000,2500000,2500000,920,20,265.604,30.1633,294.568,42.7362,
40000000,2500000,2500000,924,20,265.54,29.9651,294.999,42.221,
40000000,2500000,2500000,928,20,266.371,29.0384,297.431,41.8011,
40000000,2500000,2500000,932,20,265,29.5189,297.465,41.8626,
40000000,2500000,2500000,936,20,263.947,29.5453,292.587,41.7984,
40000000,2500000,2500000,940,20,265.059,29.3749,292.689,41.7401,
40000000,2500000,2500000,944,20,264.705,29.4368,296.211,42.0321,
40000000,2500000,2500000,948,20,264.064,29.348,295.023,41.519,
40000000,2500000,2500000,952,20,266.48,29.2883,297.445,40.8396,
40000000,2500000,2500000,956,20,264.518,28.6977,294.849,40.723,
40000000,2500000,2500000,960,20,265.638,29.1247,297.728,41.4573,
40000000,2500000,2500000,964,20,265.733,28.7568,295.257,40.5253,
40000000,2500000,2500000,968,20,264.376,28.9553,293.319,40.9363,
40000000,2500000,2500000,972,20,266.78,28.5061,298.249,40.1982,
40000000,2500000,2500000,976,20,263.06,28.2741,297.268,40.7947,
40000000,2500000,2500000,980,20,265.527,28.1838,298.54,39.7248,
40000000,2500000,2500000,984,20,265.939,28.0885,298.294,39.4978,
40000000,2500000,2500000,988,20,263.824,28.2711,296.772,40.3456,
40000000,2500000,2500000,992,20,264.369,28.3715,297.196,39.9223,
40000000,2500000,2500000,996,20,265.838,27.8817,295.887,39.7676,
40000000,2500000,2500000,1000,20,264.693,27.8974,291.048,39.5358,
40000000,2500000,2500000,1004,20,266.984,27.9595,293.838,39.3019,
40000000,2500000,2500000,1008,20,261.827,28.0679,295.684,39.0837,
40000000,2500000,2500000,1012,20,264.614,27.6664,294.936,39.1589,
40000000,2500000,2500000,1016,20,265.818,27.8111,298.297,38.5451,
40000000,2500000,2500000,1020,20,265.016,27.613,294.706,38.6037,
40000000,2500000,2500000,1024,20,265.409,27.2712,293.702,38.858,
