initial_tree_size,num_insertions,num_range_query,num_experiments,epoch_number,pointers_count,pointers_allocated_total,ratio,tree_gibs,
45000000,18000000,2000000,1,130,6654081,19314857,0.344506,0.793228,
45000000,18000000,2000000,1,131,6664555,19414327,0.34328,0.794477,
45000000,18000000,2000000,1,132,6688150,19529194,0.342469,0.79729,
45000000,18000000,2000000,1,133,6695661,19631766,0.341063,0.798185,
45000000,18000000,2000000,1,134,6713200,19740399,0.340074,0.800276,
45000000,18000000,2000000,1,135,6718860,19850698,0.33847,0.800951,
45000000,18000000,2000000,1,136,6726157,19951831,0.33712,0.80182,
45000000,18000000,2000000,1,137,6749337,20074563,0.336213,0.804584,
45000000,18000000,2000000,1,138,6750287,20174237,0.334599,0.804697,
45000000,18000000,2000000,1,139,6748218,20264171,0.333012,0.80445,
45000000,18000000,2000000,1,140,6738465,20363301,0.330912,0.803288,
45000000,18000000,2000000,1,141,6752705,20469945,0.329884,0.804985,
45000000,18000000,2000000,1,142,6770012,20574038,0.329056,0.807048,
45000000,18000000,2000000,1,143,6781338,20676387,0.327975,0.808398,
45000000,18000000,2000000,1,144,6781307,20773433,0.326441,0.808395,
45000000,18000000,2000000,1,145,6789056,20875464,0.325217,0.809319,
45000000,18000000,2000000,1,146,6798263,20978580,0.324057,0.810416,
45000000,18000000,2000000,1,147,6814535,21084868,0.323196,0.812356,
45000000,18000000,2000000,1,148,6822549,21183355,0.322071,0.813311,
45000000,18000000,2000000,1,149,6827696,21283732,0.320794,0.813925,
45000000,18000000,2000000,1,150,6831139,21382961,0.319466,0.814335,
45000000,18000000,2000000,1,151,6840250,21484098,0.318387,0.815421,
45000000,18000000,2000000,1,152,6854146,21589550,0.317475,0.817078,
45000000,18000000,2000000,1,153,6869319,21697857,0.31659,0.818887,
45000000,18000000,2000000,1,154,6882847,21804324,0.315664,0.820499,
45000000,18000000,2000000,1,155,6894764,21912262,0.314653,0.82192,
45000000,18000000,2000000,1,156,6901173,22014643,0.313481,0.822684,
45000000,18000000,2000000,1,157,6910288,22123010,0.312357,0.823771,
45000000,18000000,2000000,1,158,6910208,22220984,0.310977,0.823761,
45000000,18000000,2000000,1,159,6912386,22316226,0.309747,0.824021,
45000000,18000000,2000000,1,160,6916266,22416528,0.308534,0.824483,
45000000,18000000,2000000,1,161,6925819,22512481,0.307644,0.825622,
45000000,18000000,2000000,1,162,6936371,22611324,0.306765,0.82688,
45000000,18000000,2000000,1,163,6950797,22716953,0.305974,0.8286,
45000000,18000000,2000000,1,164,6958020,22814026,0.304989,0.829461,
45000000,18000000,2000000,1,165,6961853,22908075,0.303904,0.829918,
45000000,18000000,2000000,1,166,6968981,23011149,0.302852,0.830767,
45000000,18000000,2000000,1,167,6992042,23125608,0.302351,0.833516,
45000000,18000000,2000000,1,168,6998407,23220369,0.301391,0.834275,
45000000,18000000,2000000,1,169,7008739,23324816,0.300484,0.835507,
45000000,18000000,2000000,1,170,7019528,23436956,0.299507,0.836793,
45000000,18000000,2000000,1,171,7033759,23542128,0.298773,0.838489,
45000000,18000000,2000000,1,172,7036687,23640093,0.297659,0.838838,
45000000,18000000,2000000,1,173,7041248,23743864,0.29655,0.839382,
45000000,18000000,2000000,1,174,7042761,23840373,0.295413,0.839563,
45000000,18000000,2000000,1,175,7053923,23943149,0.294611,0.840893,
45000000,18000000,2000000,1,176,7066760,24050188,0.293834,0.842423,
45000000,18000000,2000000,1,177,7084068,24158840,0.293229,0.844487,
45000000,18000000,2000000,1,178,7093351,24262066,0.292364,0.845593,
45000000,18000000,2000000,1,179,7100350,24367278,0.291389,0.846428,
45000000,18000000,2000000,1,180,7099748,24467171,0.290174,0.846356,
45000000,18000000,2000000,1,181,7112279,24572082,0.289446,0.84785,
45000000,18000000,2000000,1,182,7116830,24669524,0.288487,0.848392,
45000000,18000000,2000000,1,183,7136710,24782656,0.287972,0.850762,
45000000,18000000,2000000,1,184,7144634,24882922,0.28713,0.851707,
45000000,18000000,2000000,1,185,7153957,24985590,0.286323,0.852818,
45000000,18000000,2000000,1,186,7148047,25081016,0.284998,0.852114,
45000000,18000000,2000000,1,187,7155190,25179854,0.284163,0.852965,
45000000,18000000,2000000,1,188,7167207,25284963,0.283457,0.854398,
45000000,18000000,2000000,1,189,7180996,25387164,0.282859,0.856041,
45000000,18000000,2000000,1,190,7188812,25488404,0.282042,0.856973,
45000000,18000000,2000000,1,191,7202055,25596379,0.28137,0.858552,
45000000,18000000,2000000,1,192,7215580,25703768,0.280721,0.860164,
45000000,18000000,2000000,1,193,7222980,25802768,0.27993,0.861046,
45000000,18000000,2000000,1,194,7227245,25904505,0.278996,0.861555,
45000000,18000000,2000000,1,195,7245071,26020917,0.278433,0.86368,
45000000,18000000,2000000,1,196,7254178,26123041,0.277693,0.864765,
45000000,18000000,2000000,1,197,7279147,26240641,0.2774,0.867742,
45000000,18000000,2000000,1,198,7278520,26343848,0.276289,0.867667,
45000000,18000000,2000000,1,199,7285225,26444077,0.275496,0.868466,
45000000,18000000,2000000,1,200,7273212,26537904,0.274069,0.867034,
45000000,18000000,2000000,1,201,7276878,26632321,0.273235,0.867471,
45000000,18000000,2000000,1,202,7280505,26728323,0.272389,0.867904,
45000000,18000000,2000000,1,203,7304074,26841338,0.27212,0.870713,
45000000,18000000,2000000,1,204,7312480,26937318,0.271463,0.871716,
45000000,18000000,2000000,1,205,7328460,27043172,0.270991,0.873621,
45000000,18000000,2000000,1,206,7325975,27141783,0.269915,0.873324,
45000000,18000000,2000000,1,207,7346231,27250532,0.269581,0.875739,
45000000,18000000,2000000,1,208,7353068,27355616,0.268796,0.876554,
45000000,18000000,2000000,1,209,7364205,27456939,0.268209,0.877882,
45000000,18000000,2000000,1,210,7373704,27564652,0.267506,0.879014,
45000000,18000000,2000000,1,211,7376094,27662314,0.266648,0.879299,
45000000,18000000,2000000,1,212,7388290,27767929,0.266073,0.880753,
45000000,18000000,2000000,1,213,7387792,27863680,0.265141,0.880693,
45000000,18000000,2000000,1,214,7393953,27961443,0.264434,0.881428,
45000000,18000000,2000000,1,215,7404877,28066250,0.263836,0.88273,
45000000,18000000,2000000,1,216,7428274,28177132,0.263628,0.885519,
45000000,18000000,2000000,1,217,7433962,28271592,0.262948,0.886197,
45000000,18000000,2000000,1,218,7433594,28364612,0.262073,0.886153,
45000000,18000000,2000000,1,219,7429956,28456663,0.261097,0.88572,
45000000,18000000,2000000,1,220,7442868,28548686,0.260708,0.887259,
45000000,18000000,2000000,1,221,7464465,28649781,0.260542,0.889834,
45000000,18000000,2000000,1,222,7509332,28771276,0.261001,0.895182,
45000000,18000000,2000000,1,223,7533501,28863929,0.261001,0.898063,
45000000,18000000,2000000,1,224,7546408,28947046,0.260697,0.899602,
45000000,18000000,2000000,1,225,7569323,29052756,0.260537,0.902334,
45000000,18000000,2000000,1,226,7592342,29140984,0.260538,0.905078,
45000000,18000000,2000000,1,227,7611465,29217971,0.260506,0.907357,
45000000,18000000,2000000,1,228,7611335,29275997,0.259986,0.907342,
45000000,18000000,2000000,1,229,7617785,29326081,0.259761,0.908111,
45000000,18000000,2000000,1,230,7631026,29368882,0.259834,0.909689,
45000000,18000000,2000000,1,231,7636970,29388602,0.259862,0.910398,
45000000,18000000,2000000,1,232,7641439,29404025,0.259877,0.910931,
45000000,18000000,2000000,1,233,7644234,29412600,0.259897,0.911264,
45000000,18000000,2000000,1,234,7645914,29416782,0.259917,0.911464,
45000000,18000000,2000000,1,235,7646347,29417837,0.259922,0.911516,
